-0.47611,-1.183733,1.0
-1.216803,-0.164894,1.0
0.35837,-1.472794,1.0
-0.427949,-0.072514,0.0
0.02564,0.032075,0.0
-0.341845,0.542447,0.0
0.661449,-0.410525,0.0
1.440673,-0.605363,1.0
0.435848,1.175455,0.0
-0.889545,1.367592,1.0
-0.085507,-0.294451,0.0
-0.434462,1.388337,1.0
-0.361163,0.670138,0.0
-1.353261,0.798502,1.0
-0.841386,-0.844001,1.0
-1.07313,0.711075,0.0
-0.632151,0.474459,0.0
-1.247909,0.613374,1.0
-0.953439,-0.494319,1.0
-0.707485,-1.312478,1.0
0.594352,-0.00791,0.0
-0.839914,0.491584,0.0
1.209326,0.459869,1.0
-1.440354,-0.133385,1.0
1.122118,0.015276,1.0
0.469991,-0.00378,0.0
1.021447,-0.721825,1.0
0.089621,-1.102686,1.0
-0.687375,1.275081,1.0
-0.921517,1.276134,1.0
-1.051811,-0.397401,1.0
-0.229347,1.303029,1.0
-0.42965,-1.361281,1.0
0.873436,0.958637,0.0
-1.02186,0.072416,0.0
-0.819867,-0.606497,1.0
-1.424721,-1.347776,1.0
-1.366593,-0.790384,1.0
-1.015421,-1.155337,1.0
-0.871244,0.856553,0.0
1.080224,0.097583,1.0
1.463286,0.085932,1.0
-0.170148,0.886253,0.0
0.776384,0.83895,0.0
-0.618679,1.456966,1.0
0.845089,-0.500702,1.0
-0.949101,0.942262,0.0
-0.150539,0.922153,0.0
0.678511,-1.076555,1.0
0.710136,1.143711,0.0
0.894442,1.268016,1.0
0.735163,-0.583374,1.0
1.329296,0.829568,1.0
0.810539,0.761636,0.0
1.250022,-0.639318,1.0
0.598535,1.311451,1.0
-0.418204,-0.333181,0.0
-0.835034,-1.14148,1.0
1.309264,1.085287,1.0
0.963572,0.101493,0.0
-0.781135,-0.28503,0.0
0.51522,-0.895915,1.0
-1.440127,-0.298455,1.0
-1.174598,0.559339,1.0
-0.451133,0.547362,0.0
-0.289421,-1.496795,1.0
0.310977,0.207835,0.0
0.82333,-0.208818,0.0
-0.701099,0.394156,0.0
-0.957394,1.031666,0.0
