0.220773,0.349798,0.0
0.067869,-1.212585,1.0
-0.373121,0.794043,0.0
0.526038,0.440336,0.0
-0.885128,0.357937,0.0
-1.140738,1.114717,1.0
0.181604,1.066743,0.0
1.14383,0.892457,1.0
1.215728,-0.446916,1.0
-0.184257,1.183258,1.0
-1.168688,-0.574352,1.0
1.234919,-0.908025,1.0
0.938511,0.137639,0.0
0.862749,0.506563,0.0
1.358292,-1.200159,1.0
0.22582,-1.208847,1.0
0.154039,-0.277804,0.0
1.138735,-0.309778,1.0
0.979968,-1.008567,1.0
-0.270729,-0.081576,0.0
1.474229,0.816773,1.0
-1.107553,1.204258,1.0
-0.779171,-1.084562,1.0
0.241883,-0.025691,0.0
-0.3984,-0.200758,0.0
1.179573,0.918617,1.0
-0.203097,-1.045806,1.0
0.066266,0.541614,0.0
-1.100368,1.062326,1.0
0.939125,1.43171,1.0
1.265175,-0.964533,1.0
-0.230157,-0.5066,0.0
-1.203003,-0.637469,1.0
-0.506191,-0.215854,0.0
-0.310473,-0.851358,1.0
-0.779163,-0.490149,1.0
0.707386,-0.69984,1.0
-0.232028,-0.201585,0.0
1.331604,-0.05283,1.0
1.462761,0.645469,1.0
-0.802014,-0.106232,0.0
-0.389357,0.764772,0.0
0.085567,-0.637371,0.0
-0.632461,0.971762,0.0
-0.688441,-1.255986,1.0
-0.046233,-1.282338,1.0
-0.744887,-1.395345,1.0
-1.43071,0.498097,1.0
0.128044,0.848098,0.0
0.955905,-1.44838,1.0
-0.113386,-0.438512,0.0
1.31073,0.918662,1.0
0.03404,-1.409021,1.0
1.032036,0.436399,0.0
0.532887,1.47655,1.0
-0.233056,-1.34549,1.0
-0.285526,0.394012,0.0
-0.441082,-1.254738,1.0
0.723087,0.136041,0.0
-0.064332,-0.049269,0.0
1.111265,1.00852,1.0
0.498157,-1.366235,1.0
-0.714161,-0.580881,1.0
-1.118897,-0.263466,1.0
-0.630423,-1.432251,1.0
-0.379621,-0.785226,1.0
-0.602649,0.050722,0.0
1.429763,0.325806,1.0
1.277485,-0.56732,1.0
1.09449,0.107299,1.0
0.290086,-1.267221,1.0
0.483821,-0.983394,1.0
0.740479,-1.471755,1.0
0.657043,-0.819989,1.0
0.950414,0.767767,0.0
-0.054654,0.734261,0.0
1.169938,-0.612873,1.0
1.017825,1.478426,1.0
0.696958,-1.445473,1.0
-1.457909,0.566493,1.0
0.448726,-0.483545,0.0
1.38013,0.188169,1.0
-0.754317,1.471806,1.0
-0.670259,-0.380644,0.0
0.737922,0.742885,0.0
-1.49033,0.526526,1.0
0.908042,-0.538337,1.0
-0.303381,-1.313121,1.0
-0.414583,-1.103224,1.0
-0.362603,0.600088,0.0
-0.76204,0.536085,0.0
-0.696158,-0.129406,0.0
-0.492892,-1.072237,1.0
0.859969,1.206389,1.0
0.912426,0.228742,0.0
-1.362323,1.466349,1.0
1.048567,1.399561,1.0
0.728071,-0.99618,1.0
0.286842,-0.805855,1.0
1.441575,-1.129785,1.0
0.516714,-0.075218,0.0
0.23761,-1.033486,1.0
1.139704,0.502588,1.0
0.335409,1.434227,1.0
-1.394356,0.402721,1.0
-1.353612,1.262849,1.0
0.954837,1.134316,1.0
0.870245,-1.293738,1.0
-0.833982,0.774274,0.0
-0.900604,0.088384,0.0
0.449591,1.353825,1.0
1.305202,-0.016573,1.0
-0.982691,-0.326695,1.0
1.465234,0.832731,1.0
1.054575,-1.183986,1.0
0.859116,1.297492,1.0
-0.564667,-1.202719,1.0
-0.215893,1.214247,1.0
-1.000479,-0.541202,1.0
0.543536,0.611586,0.0
0.72155,-0.08819,0.0
1.033245,-0.093371,1.0
-1.481803,0.114754,1.0
0.513908,-1.478013,1.0
-1.103844,0.815433,1.0
-0.642255,0.304426,0.0
0.881579,1.371125,1.0
0.347316,0.506189,0.0
1.420667,1.483852,1.0
0.901765,-1.152353,1.0
-1.164364,-0.419555,1.0
0.644419,-0.537805,1.0
0.740492,0.519693,0.0
-0.147778,0.9677,0.0
1.476773,0.382037,1.0
1.308782,0.821587,1.0
